id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.99,1.02,0.76,0.99,1.0,1.07,15,0
2,proxy2,1.21,1.1,0.85,1.21,1.0,0.93,13,0
3,proxy3,0.91,1.1,1.44,0.91,1.0,1.0,14,0
4,proxy4,1.03,0.65,0.76,1.03,1.0,1.0,14,0
5,proxy5,20.95,1.08,3.53,203.93,5.65,1.0,14,1
6,proxy6,1.2,0.69,1.09,1.2,1.01,1.07,15,0
7,proxy7,0.45,1.12,1.44,0.45,0.99,0.57,8,0
8,proxy8,1.0,1.13,0.92,1.0,0.99,0.71,10,0
9,proxy9,1.02,0.69,1.0,1.02,1.01,1.21,17,0
10,proxy10,1.11,1.0,0.89,1.11,1.01,1.0,14,0
11,proxy11,1.34,1.26,1.04,1.34,1.01,1.07,15,0
12,proxy12,0.59,0.76,0.97,0.59,1.0,0.79,11,0
13,proxy13,0.53,0.93,1.05,0.53,1.0,0.64,9,0
14,proxy14,0.98,0.85,1.14,0.98,1.0,1.07,15,0
15,proxy15,20.95,1.29,3.67,189.91,4.88,1.14,16,1
