id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.68,1.05,0.9,1.68,1.0,1.33,8,0
2,proxy2,0.38,1.0,1.05,0.38,0.99,0.67,4,0
3,proxy3,0.56,1.14,1.16,0.56,1.0,0.83,5,0
4,proxy4,0.31,0.66,0.66,0.31,0.99,0.5,3,0
5,proxy5,1.94,1.1,1.13,1.94,1.01,1.5,9,0
6,proxy6,0.88,1.13,0.97,0.88,1.0,1.0,6,0
7,proxy7,1.62,1.07,1.03,1.62,1.0,1.17,7,0
8,proxy8,2.07,0.73,0.9,2.07,1.01,1.67,10,0
9,proxy9,1.82,0.85,0.8,1.82,1.02,1.83,11,0
10,proxy10,1.92,0.76,1.03,1.92,1.01,1.33,8,0
11,proxy11,0.53,0.83,0.91,0.53,0.99,0.5,3,0
12,proxy12,1.0,0.68,1.0,1.0,1.0,1.0,6,0
13,proxy13,2.41,0.99,1.14,2.41,1.02,2.0,12,0
14,proxy14,0.23,1.17,0.87,0.23,0.99,0.5,3,0
15,proxy15,0.9,1.07,1.07,0.9,1.0,0.83,5,0
