id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.0700000000000003,28.4686222691526,23.764641453710013,0.20700000000000005,12.0,8,8,0
2,proxy2,0.8700000000000001,19.8130500164455,13.084071903166448,0.087,10.7,3,3,0
3,proxy3,4.73,23.361821076612518,23.507586491554232,0.473,15.3,15,15,0
4,proxy4,79.31472053200788,26.92125647702523,65.75236232027076,53.70261490285972,45.68642617992428,10,10,1
5,proxy5,3.000000000000001,19.673175541677516,15.497425561042387,0.30000000000000004,13.5,11,11,0
6,proxy6,1.4100000000000001,19.753705453368912,13.147243396797432,0.14100000000000001,11.2,4,4,0
7,proxy7,1.4000000000000001,19.713296786394967,10.782423985581346,0.14,11.7,6,6,0
8,proxy8,19.6,29.8313169345314,13.890615227219406,1.9600000000000002,15.5,18,18,1
9,proxy9,13.89,11.003913731587113,18.41179107162526,1.389,11.4,8,8,1
10,proxy10,7.99,22.738825691564777,51.55270862011464,0.39900000000000013,24.894343669958346,117,17,1
