id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.02,0.77,0.8,2.13,1.02,1.88,15,0
2,proxy2,0.83,1.25,0.85,0.87,1.0,0.75,6,0
3,proxy3,0.83,0.85,0.98,0.88,1.0,0.75,6,0
4,proxy4,1.15,0.88,1.19,1.21,1.0,0.88,7,0
5,proxy5,1.97,1.4,1.12,2.08,1.02,1.62,13,0
6,proxy6,0.82,1.23,1.14,0.86,1.0,0.75,6,0
7,proxy7,0.89,0.93,0.95,0.94,1.01,1.0,8,0
8,proxy8,0.96,0.92,0.65,1.01,1.0,0.88,7,0
9,proxy9,1.88,0.95,0.81,1.98,1.0,1.75,14,0
10,proxy10,0.59,0.81,1.09,0.62,0.99,0.5,4,0
11,proxy11,0.33,0.8,0.88,0.35,0.99,0.62,5,0
12,proxy12,1.9,1.43,0.83,2.01,1.01,1.75,14,0
13,proxy13,1.23,1.4,0.77,1.3,1.01,1.5,12,0
14,proxy14,0.81,1.06,1.23,0.85,0.99,0.75,6,0
15,proxy15,0.77,0.76,1.26,0.81,1.0,0.88,7,0
16,proxy16,0.98,1.3,0.98,1.03,1.01,1.0,8,0
17,proxy17,0.79,1.41,0.97,0.84,1.0,0.88,7,0
18,proxy18,0.77,0.97,1.24,0.81,1.0,0.75,6,0
19,proxy19,0.65,0.89,0.88,0.69,1.0,0.62,5,0
20,proxy20,1.72,0.92,0.83,1.82,1.02,1.5,12,0
21,proxy21,1.9,0.77,1.25,2.01,1.02,1.75,14,0
22,proxy22,1.16,1.28,0.83,1.22,1.0,1.25,10,0
23,proxy23,1.52,1.25,1.18,1.6,1.01,1.38,11,0
24,proxy24,19.26,1.05,7.33,0.84,6.28,3.12,5,0
25,proxy25,1.07,0.98,0.67,1.13,1.0,1.12,9,0
26,proxy26,0.8,0.77,0.66,0.84,0.99,0.88,7,0
27,proxy27,1.62,0.84,0.92,1.71,1.01,1.38,11,0
28,proxy28,0.69,0.86,1.06,0.73,0.99,0.62,5,0
29,proxy29,1.68,1.0,0.75,1.78,1.02,1.62,13,0
30,proxy30,0.8,1.17,1.27,0.84,0.99,0.88,7,0
31,proxy31,0.74,1.39,0.82,0.78,1.0,1.12,9,0
32,proxy32,1.99,1.24,0.98,2.11,1.0,1.5,12,0
33,proxy33,0.48,1.28,0.64,0.51,1.0,0.75,6,0
34,proxy34,0.87,0.91,0.68,0.92,0.99,1.0,8,0
35,proxy35,25.35,1.44,6.2,1.13,7.51,3.25,6,0
36,proxy36,0.53,1.09,0.83,0.56,0.99,0.5,4,0
37,proxy37,1.45,1.1,1.08,1.53,1.01,1.5,12,0
38,proxy38,0.92,0.93,1.06,0.97,0.99,0.88,7,0
39,proxy39,0.64,1.24,0.73,0.67,0.99,0.5,4,0
40,proxy40,0.87,1.43,0.78,0.92,1.01,1.12,9,0
41,proxy41,1.61,0.83,1.04,1.7,1.02,1.38,11,0
42,proxy42,0.87,0.94,1.04,0.92,0.99,0.62,5,0
43,proxy43,25.0,0.81,7.11,0.77,7.98,3.25,6,0
44,proxy44,0.96,1.28,0.68,1.01,0.98,0.5,4,0
45,proxy45,0.72,1.39,1.2,0.76,0.99,0.75,6,0
46,proxy46,0.63,0.85,0.99,0.67,1.0,0.75,6,0
47,proxy47,17.5,0.72,5.0,1.2,7.81,3.5,8,0
48,proxy48,23.25,0.92,5.39,2.26,8.37,4.12,13,0
49,proxy49,1.61,1.15,0.67,1.7,1.0,1.38,11,0
50,proxy50,1.42,0.89,1.26,1.5,1.01,1.25,10,0
51,proxy51,1.42,1.0,0.75,1.5,1.0,1.25,10,0
52,proxy52,0.58,1.0,0.83,0.61,0.99,0.75,6,0
53,proxy53,0.5,0.75,0.74,0.52,1.0,0.75,6,0
54,proxy54,0.32,0.76,1.11,0.33,0.99,0.38,3,0
55,proxy55,0.89,0.78,1.07,0.94,1.0,0.88,7,0
56,proxy56,1.49,0.79,1.13,1.58,1.0,1.12,9,0
57,proxy57,0.53,1.29,0.82,0.56,0.99,0.88,7,0
58,proxy58,1.02,0.8,0.92,1.08,1.0,0.88,7,0
59,proxy59,0.8,0.81,1.17,0.85,0.99,0.75,6,0
60,proxy60,1.29,1.16,1.22,1.36,1.0,1.25,10,0
61,proxy61,21.02,1.38,5.42,1.58,6.71,4.25,14,0
62,proxy62,1.7,0.79,1.17,1.79,1.02,1.62,13,0
63,proxy63,22.44,0.73,7.28,0.85,9.04,3.12,5,0
64,proxy64,1.6,0.87,0.84,1.69,1.0,1.25,10,0
65,proxy65,26.1,0.96,7.1,1.37,10.02,3.5,8,0
66,proxy66,20.8,1.32,4.57,1.35,8.11,3.75,10,0
67,proxy67,0.81,1.16,0.67,0.86,1.0,0.88,7,0
68,proxy68,1.01,0.96,0.98,1.07,0.99,0.62,5,0
69,proxy69,1.15,1.39,0.64,1.21,1.0,1.0,8,0
70,proxy70,0.63,1.15,0.97,0.66,0.98,0.5,4,0
71,proxy71,21.65,1.39,5.24,2.8,7.46,4.25,14,0
72,proxy72,25.04,0.86,5.33,1.36,5.96,3.62,9,0
73,proxy73,0.79,1.41,0.91,0.83,1.0,0.75,6,0
74,proxy74,1.11,1.0,1.26,1.18,0.99,0.62,5,0
75,proxy75,0.89,0.85,0.9,0.94,0.99,0.88,7,0
76,proxy76,27.35,0.74,6.85,1.01,7.09,3.12,5,0
77,proxy77,0.83,1.15,1.27,0.87,0.99,0.88,7,0
78,proxy78,1.54,0.8,1.15,1.62,1.01,1.38,11,0
79,proxy79,0.5,1.26,1.08,0.53,0.99,0.5,4,0
80,proxy80,0.9,1.14,1.14,0.95,1.01,1.38,11,0
81,proxy81,1.51,0.76,0.88,1.59,1.0,1.25,10,0
82,proxy82,19.54,1.31,4.31,1.69,10.4,4.0,12,0
