id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,3.88,0.73,0.84,3.88,1.03,1.53,36,1
2,proxy2,3.14,1.26,0.87,3.14,1.0,0.81,19,1
3,proxy3,1.07,0.74,0.89,1.07,1.0,1.02,24,0
4,proxy4,3.64,0.95,1.23,3.64,0.99,0.89,21,1
5,proxy5,0.91,0.8,0.75,0.91,1.0,0.89,21,0
6,proxy6,6.76,0.75,1.33,6.76,1.03,1.53,36,1
7,proxy7,0.79,0.99,0.74,0.79,1.0,0.98,23,0
8,proxy8,0.77,1.01,0.99,0.77,0.99,0.81,19,0
9,proxy9,1.02,1.25,1.22,1.02,0.99,0.98,23,0
10,proxy10,1.31,1.2,1.08,1.31,1.01,1.15,27,0
11,proxy11,3.05,0.8,1.26,3.05,1.0,1.15,27,1
12,proxy12,1.48,0.78,1.21,1.48,1.01,1.49,35,0
13,proxy13,0.98,0.75,1.33,0.98,1.0,1.02,24,0
14,proxy14,1.29,1.24,1.01,1.29,1.02,1.19,28,0
15,proxy15,6.36,0.85,1.19,6.36,1.02,0.98,23,1
16,proxy16,0.8,0.94,0.78,0.8,0.99,0.81,19,0
17,proxy17,3.9,1.11,1.32,3.9,0.99,0.77,18,1
18,proxy18,3.05,1.1,1.31,3.05,1.01,1.06,25,1
19,proxy19,0.68,1.21,0.72,0.68,0.98,0.81,19,0
20,proxy20,1.36,1.36,1.13,1.36,1.01,1.4,33,0
