id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,3.79,14.32520821548785,22.961119217236995,0.37900000000000006,14.0,12,12,0
2,proxy2,4.76,24.990113533117697,26.345290955648444,0.276,29.31322784899708,113,13,1
3,proxy3,1.6099999999999999,14.977743965626058,27.653065822754908,0.161,11.7,6,6,0
4,proxy4,3.0300000000000002,10.735987332622134,17.41391641009627,0.303,12.8,12,12,0
5,proxy5,1.1,11.021569781254616,11.243232608602549,0.11000000000000001,10.8,4,4,0
6,proxy6,2.9399999999999995,12.47498714106383,14.13495071578167,0.29400000000000004,11.8,10,10,0
7,proxy7,2.6400000000000006,20.765709699174796,10.771591019448154,0.264,12.700000000000001,12,12,0
8,proxy8,1.36,27.314003708966442,13.776434911464426,0.136,11.5,8,8,0
9,proxy9,5.840000000000001,16.83459108593907,33.74971709255587,0.3440000000000001,36.19797466033225,114,14,1
10,proxy10,2.19,17.505475364164337,14.201318526796218,0.219,12.2,9,9,0
