id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,23.214.223.40,2,0.2651127535655081,3,1,1,9
2,13.108.235.89,17,0.4144618407523951,4,3,8,4
3,190.145.81.194,29,0.2636564778363171,3,3,3,7
4,93.76.22.111,47,0.8393680434742968,10,4,4,7
5,155.184.173.123,17,0.35953232182892547,7,2,2,4
6,181.131.56.215,36,0.1627392886760642,7,1,6,7
7,93.3.158.42,7,0.20284852302971057,2,0,3,6
8,74.113.244.200,26,0.4786977892543324,6,5,2,12
9,57.153.93.190,49,0.4404715441862118,8,2,1,9
10,96.46.211.60,47,0.44779584182964505,6,3,8,7
11,247.42.115.219,43,0.867379038024737,1,0,4,8
12,53.185.236.35,11,0.6050599044930184,2,0,7,9
13,7.122.197.185,12,0.7855703804269135,4,0,2,5
14,242.89.198.178,31,0.9699216588650266,2,4,3,12
15,150.75.223.82,48,0.8332201920434771,7,3,7,14
16,223.149.36.69,33,0.17384654686890333,6,2,2,12
17,62.20.180.250,22,0.21643966976397183,3,2,8,5
18,110.211.201.51,26,0.23430193896269563,1,5,7,1
19,37.133.146.77,6,0.5779691551940009,3,2,8,8
20,125.80.238.210,16,0.9107478216910904,3,1,4,1
21,193.191.92.122,44,0.19373251546716302,9,1,4,6
22,157.8.177.46,47,0.29034621412096057,7,0,1,3
23,95.203.131.33,36,0.6774664420109681,5,0,3,15
24,221.110.241.201,13,0.6988282056422753,5,5,3,1
25,8.44.19.218,7,0.6117489036103197,9,0,7,11
26,228.133.22.184,42,0.23589840093564252,3,5,8,1
27,84.47.71.171,34,0.7999014643157447,4,4,4,10
28,141.124.70.199,35,0.5050302589310128,9,5,1,14
29,110.243.29.239,40,0.18168941113748255,6,4,6,9
30,13.90.114.136,26,0.9359089027194936,8,2,1,13
31,181.171.200.158,41,0.4546573028818509,7,4,8,13
32,159.85.54.96,24,0.15489215472094897,4,3,5,11
33,104.219.3.46,23,0.22755077983441813,10,4,4,14
34,149.186.110.14,6,0.4602899140349922,7,4,8,14
35,111.56.147.243,13,0.36197489326441934,4,4,4,1
36,36.200.207.11,15,0.8349518368819984,4,1,4,6
37,8.41.249.197,35,0.8652504417355421,5,2,6,11
38,64.161.55.77,31,0.7247436872906926,7,3,6,3
39,204.111.7.77,21,0.7732065118118893,3,2,6,1
40,8.6.65.39,18,0.7144008259583414,2,5,5,2
41,120.184.11.117,4,0.8730973754848954,6,0,4,3
42,192.186.120.149,14,0.7437853766595357,7,3,5,4
43,251.30.3.6,33,0.6707229926359325,1,4,4,4
44,168.194.189.52,17,0.7869450696276663,3,3,5,15
45,99.54.119.211,41,0.1478762061559641,4,2,5,7
46,82.88.180.115,20,0.6111800709482536,4,5,2,13
47,103.159.11.142,24,0.4891224219035758,10,3,3,12
48,193.49.141.23,38,0.2615195451555366,3,5,8,9
49,164.253.191.219,8,0.8069584832337799,8,1,1,6
50,86.147.215.80,5,0.31755968372364113,6,5,2,11
51,174.189.13.122,42,0.555602897136475,6,3,6,9
52,105.144.209.142,45,0.6090057078669989,4,1,1,2
53,52.137.238.180,8,0.33603843727594485,9,0,6,9
54,26.81.161.54,48,0.657017003928086,8,5,3,5
55,90.101.78.12,16,0.9519922999959798,10,1,2,2
56,82.207.9.31,47,0.5380331797580399,5,3,5,12
57,224.30.87.198,19,0.7130050305365292,5,0,1,11
58,239.38.57.208,47,0.6540224334871443,8,0,5,9
59,138.252.159.168,49,0.24512056325800002,10,3,7,8
60,124.27.166.172,29,0.5680175976535357,1,3,5,12
61,228.188.11.142,35,0.4213820932661694,2,3,4,4
62,68.99.243.4,15,0.7343331462423136,6,1,5,8
63,223.51.230.72,48,1.073565121448411,9,6,2,13
64,91.14.118.90,26,0.935991490559737,2,4,1,1
65,37.56.164.229,40,1.0815958988781103,14,8,4,14
66,196.96.23.113,6,0.972857116632505,5,0,4,13
67,241.48.251.23,35,0.27990285229894524,4,5,2,4
68,141.152.51.147,20,0.5021860135387616,2,2,8,2
69,65.18.151.220,47,0.3995763809764544,5,4,4,15
70,74.182.220.20,0,0.1912911720849989,5,5,8,9
71,108.185.106.187,21,0.531651983299203,6,3,6,14
72,9.110.10.45,20,0.37079844922583194,5,3,2,11
73,199.23.61.203,36,0.9569176613575104,10,1,2,13
74,195.228.30.235,5,0.7152057393015883,1,4,5,12
75,176.105.122.218,10,0.2758292791304353,3,2,4,14
76,119.60.34.109,22,0.902139781167152,1,0,2,14
77,154.82.8.170,7,1.407544901405949,7,2,1,6
78,221.152.88.209,0,0.10023601744567046,7,1,4,10
79,119.102.196.38,48,0.7852339230679924,5,4,3,6
80,88.109.76.238,44,0.7251499365858676,9,1,5,2
81,87.209.45.133,8,0.773246662193019,7,5,8,14
82,176.218.41.234,20,0.6400799025503925,4,1,7,15
