id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,14.28,28.530166730778614,23.82613589601258,1.428,11.6,10,10,1
2,proxy2,2.09,22.814217093902858,11.03411197268393,0.20900000000000002,12.2,9,9,0
3,proxy3,1.45,28.977164300879693,16.56384036722392,0.14500000000000002,12.2,9,9,0
4,proxy4,2.7800000000000002,11.1002305159291,13.83807245433413,0.278,13.3,12,12,0
5,proxy5,2.4099999999999997,16.368201483056524,21.213013009554114,0.24100000000000002,13.0,13,13,0
6,proxy6,1.37,20.253161502536663,19.66351995596448,0.137,10.8,5,5,0
7,proxy7,2.36,20.639585126396614,25.171261623711107,0.23600000000000002,12.7,9,9,0
8,proxy8,20.14,22.082345411880087,25.753464780424483,2.014,13.5,13,13,1
9,proxy9,2.1700000000000004,24.049102613357732,24.306174258737872,0.217,12.7,9,9,0
10,proxy10,3.3200000000000003,29.775059761709983,26.73900645998451,0.332,14.3,11,11,0
