id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.89,0.7,0.95,0.89,0.99,0.92,12,0
2,proxy2,1.24,0.75,1.03,1.24,1.0,1.08,14,0
3,proxy3,1.04,0.92,1.0,1.04,1.0,1.15,15,0
4,proxy4,0.73,0.75,1.17,0.73,1.0,1.0,13,0
5,proxy5,0.53,0.86,1.2,0.53,0.98,0.46,6,0
6,proxy6,0.98,1.21,1.0,0.98,1.0,1.0,13,0
7,proxy7,2.29,1.24,0.75,2.29,1.03,1.92,25,0
8,proxy8,1.44,0.88,1.23,1.44,1.01,1.23,16,0
9,proxy9,0.89,1.12,1.23,0.89,0.98,0.92,12,0
10,proxy10,1.02,1.18,0.66,1.02,1.0,0.85,11,0
11,proxy11,1.16,1.08,1.21,1.16,1.0,1.15,15,0
12,proxy12,1.75,0.7,0.83,1.75,1.02,1.62,21,0
13,proxy13,18.39,1.21,2.94,171.78,5.31,0.46,6,1
14,proxy14,0.77,1.22,0.7,0.77,1.0,1.0,13,0
15,proxy15,0.63,1.19,0.98,0.63,0.99,0.62,8,0
