id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,4.61,0.89,1.04,4.61,0.99,1.21,29,1
2,proxy2,2.68,0.95,1.11,2.68,0.99,0.92,22,1
3,proxy3,1.21,0.7,0.93,1.21,1.0,1.08,26,0
4,proxy4,7.34,0.78,1.13,7.34,1.01,1.08,26,1
5,proxy5,3.39,0.91,0.88,3.39,1.01,1.12,27,1
6,proxy6,1.01,0.84,1.17,1.01,0.99,0.83,20,0
7,proxy7,0.98,0.71,0.68,0.98,0.99,1.04,25,0
8,proxy8,0.57,1.06,0.76,0.57,0.98,0.62,15,0
9,proxy9,3.7,0.94,0.75,3.7,1.02,0.96,23,1
10,proxy10,6.87,0.63,0.92,6.87,1.04,1.5,36,1
11,proxy11,1.07,1.19,1.2,1.07,0.99,0.88,21,0
12,proxy12,5.26,0.77,1.05,5.26,1.0,1.04,25,1
13,proxy13,1.49,1.12,1.07,1.49,1.02,1.5,36,0
14,proxy14,0.85,0.99,0.73,0.85,1.01,0.96,23,0
15,proxy15,3.98,0.74,0.81,3.98,1.01,1.12,27,1
16,proxy16,1.23,1.05,1.19,1.23,1.01,1.17,28,0
17,proxy17,0.99,1.01,1.25,0.99,1.0,1.12,27,0
18,proxy18,0.86,0.93,0.7,0.86,1.0,0.88,21,0
19,proxy19,2.34,1.0,0.95,2.34,0.99,0.79,19,1
20,proxy20,5.85,0.9,0.88,5.85,1.0,1.0,24,1
