id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,61.14911161835822,25.14943829234329,65.093143930713,69.4944478173996,61.938211836575356,11,11,1
2,proxy2,72.2202485332088,12.208604327355431,59.679496039075055,54.93942294150079,56.77223488220543,15,15,1
3,proxy3,1.46,23.95695741780351,22.25746687921183,0.146,12.0,7,7,0
4,proxy4,0.98,27.195824759071602,14.289195928383887,0.098,11.4,7,7,0
5,proxy5,3.4400000000000004,28.836122453308917,27.92166889989991,0.34400000000000003,13.4,13,13,0
6,proxy6,3.9099999999999997,13.112899154340411,22.432460794522747,0.391,13.600000000000001,15,15,0
7,proxy7,2.42,13.27279951967751,23.01555603077651,0.242,12.5,9,9,0
8,proxy8,3.16,14.448769276432275,14.483372255011117,0.316,13.3,10,10,0
9,proxy9,1.5,10.596394100653228,28.113688774319623,0.15,11.8,7,7,0
10,proxy10,1.2400000000000002,21.5941563758149,12.064160267777783,0.124,11.3,6,6,0
