id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.27,0.85,0.85,0.27,0.99,0.43,3,0
2,proxy2,1.2,0.85,1.0,1.2,1.0,1.14,8,0
3,proxy3,1.0,1.07,1.2,1.0,0.99,0.71,5,0
4,proxy4,0.72,1.21,0.96,0.72,1.0,1.0,7,0
5,proxy5,0.62,1.02,0.85,0.62,1.0,0.71,5,0
6,proxy6,1.07,1.16,0.76,1.07,1.0,1.14,8,0
7,proxy7,22.8,1.37,5.68,1.9,6.6,4.43,11,0
8,proxy8,0.68,0.8,0.64,0.68,1.0,0.71,5,0
9,proxy9,0.37,0.81,0.9,0.37,0.99,0.43,3,0
10,proxy10,1.29,1.27,1.01,1.29,1.01,1.14,8,0
11,proxy11,1.47,1.06,1.07,1.47,1.01,1.29,9,0
12,proxy12,22.78,0.88,5.86,1.31,8.34,4.0,8,0
13,proxy13,0.81,0.94,1.22,0.81,1.0,0.71,5,0
14,proxy14,1.25,1.0,1.09,1.25,1.0,1.43,10,0
15,proxy15,0.33,0.99,0.67,0.33,1.0,0.71,5,0
