id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.9,1.18,0.98,0.97,1.0,0.84,31,0
2,proxy2,1.04,1.3,0.77,1.12,1.0,1.0,37,0
3,proxy3,1.1,0.89,1.01,1.18,0.99,1.0,37,0
4,proxy4,1.0,1.03,1.08,1.08,1.02,1.05,39,0
5,proxy5,1.43,0.81,2.23,1.28,3.15,1.65,41,0
6,proxy6,1.12,1.25,2.27,0.95,3.73,1.49,35,0
7,proxy7,0.64,1.0,0.89,0.69,0.97,0.68,25,0
8,proxy8,0.95,1.05,1.0,1.03,0.99,0.92,34,0
9,proxy9,1.37,1.09,1.13,1.48,1.04,1.19,44,0
10,proxy10,0.93,0.79,0.88,1.0,1.0,0.92,34,0
11,proxy11,0.9,1.29,0.73,0.97,0.98,0.76,28,0
12,proxy12,0.96,0.99,0.9,1.04,0.99,0.92,34,0
13,proxy13,1.36,0.97,2.59,0.85,2.32,1.27,27,0
14,proxy14,1.68,0.68,2.28,0.99,5.18,1.89,30,0
15,proxy15,0.71,0.92,0.66,0.77,0.97,0.65,24,0
