id,normal,abnormal,unknown
36.190.127.174,1,0,0
3.153.147.210,1,0,0
145.118.44.123,1,0,0
6.179.76.247,1,0,0
43.21.171.46,1,0,0
58.233.41.201,1,0,0
213.153.221.67,1,0,0
91.22.225.57,1,0,0
84.168.165.229,1,0,0
163.114.66.144,1,0,0
34.105.21.212,1,0,0
98.246.77.200,1,0,0
69.30.248.155,1,0,0
16.123.143.122,1,0,0
108.74.8.61,1,0,0
253.154.2.125,1,0,0
33.222.71.95,1,0,0
208.117.219.69,1,0,0
168.38.127.98,1,0,0
78.154.45.163,1,0,0
183.230.205.3,1,0,0
225.198.86.142,1,0,0
24.238.246.170,1,0,0
98.213.222.55,1,0,0
39.11.20.235,1,0,0
222.3.134.2,1,0,0
7.156.137.168,1,0,0
138.176.100.224,1,0,0
8.68.81.222,1,0,0
220.89.235.138,1,0,0
55.179.18.130,1,0,0
237.223.28.102,1,0,0
16.84.142.41,1,0,0
90.59.109.25,1,0,0
29.15.9.222,1,0,0
144.183.121.63,1,0,0
245.157.226.103,1,0,0
74.18.130.211,1,0,0
138.117.238.31,1,0,0
68.51.254.143,1,0,0
250.61.136.86,1,0,0
252.196.108.167,1,0,0
12.122.135.215,1,0,0
131.211.115.108,1,0,0
110.135.31.195,1,0,0
244.104.174.191,1,0,0
247.134.157.89,1,0,0
151.102.16.105,1,0,0
231.66.82.112,1,0,0
57.17.138.49,1,0,0
59.211.115.227,1,0,0
186.18.101.116,1,0,0
113.9.23.59,1,0,0
5.111.251.37,1,0,0
158.149.14.123,1,0,0
91.159.89.124,1,0,0
116.155.140.240,1,0,0
176.246.214.179,1,0,0
247.229.43.31,1,0,0
225.183.213.144,1,0,0
151.193.77.191,1,0,0
114.174.165.204,1,0,0
30.53.221.6,1,0,0
172.240.125.220,1,0,0
158.95.96.147,1,0,0
144.120.173.232,1,0,0
104.127.217.65,1,0,0
94.58.143.13,1,0,0
36.100.61.17,1,0,0
137.215.54.4,1,0,0
25.51.169.191,1,0,0
238.131.74.71,1,0,0
229.136.244.205,1,0,0
240.14.150.162,1,0,0
216.250.126.29,1,0,0
234.33.239.134,1,0,0
154.94.156.83,1,0,0
45.170.36.76,1,0,0
246.167.191.118,1,0,0
56.148.251.56,1,0,0
225.42.192.169,1,0,0
192.9.143.37,1,0,0
138.107.224.136,1,0,0
140.212.172.48,1,0,0
143.213.159.73,1,0,0
70.188.98.9,1,0,0
92.49.116.170,1,0,0
95.163.98.133,1,0,0
124.9.243.108,1,0,0
252.75.83.114,1,0,0
82.79.217.73,1,0,0
58.130.55.253,1,0,0
21.192.54.204,1,0,0
137.236.153.129,1,0,0
204.72.65.228,1,0,0
98.63.152.59,1,0,0
31.204.169.202,1,0,0
167.176.177.214,1,0,0
136.137.151.202,1,0,0
99.104.147.192,1,0,0
