id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,7.74,0.93,0.8,7.74,1.0,1.22,28,1
2,proxy2,4.77,1.27,1.27,4.77,1.02,1.3,30,1
3,proxy3,0.87,1.05,1.42,0.87,0.98,0.78,18,0
4,proxy4,5.72,0.76,1.22,5.72,0.99,0.91,21,1
5,proxy5,3.06,1.21,1.42,3.06,0.99,0.91,21,1
6,proxy6,1.01,1.07,0.93,1.01,1.0,0.91,21,0
7,proxy7,0.95,0.73,0.85,0.95,1.0,0.91,21,0
8,proxy8,1.2,0.99,1.07,1.2,1.01,1.09,25,0
9,proxy9,1.04,1.01,1.15,1.04,1.0,1.09,25,0
10,proxy10,5.78,0.78,1.09,5.78,1.0,1.0,23,1
11,proxy11,4.6,0.79,0.96,4.6,1.02,1.13,26,1
12,proxy12,0.94,0.93,1.16,0.94,0.99,0.7,16,0
13,proxy13,7.96,1.2,1.16,7.96,1.04,1.52,35,1
14,proxy14,3.41,0.78,1.18,3.41,1.02,1.48,34,1
15,proxy15,1.15,1.12,1.33,1.15,1.01,1.26,29,0
16,proxy16,3.76,0.7,1.23,3.76,1.01,1.13,26,1
17,proxy17,3.81,1.19,1.15,3.81,1.02,1.17,27,1
18,proxy18,0.95,0.98,0.75,0.95,1.0,1.0,23,0
19,proxy19,1.21,0.95,0.86,1.21,1.02,1.22,28,0
20,proxy20,0.99,1.02,0.8,0.99,1.0,1.0,23,0
