id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,18.35,0.63,3.35,148.42,4.78,1.5,27,1
2,proxy2,1.17,0.99,0.7,1.17,1.0,1.22,22,0
3,proxy3,1.04,0.72,0.96,1.04,1.01,1.11,20,0
4,proxy4,1.05,0.59,0.72,1.05,1.0,1.22,22,0
5,proxy5,1.0,1.06,1.32,1.0,0.98,1.0,18,0
6,proxy6,0.87,1.08,1.15,0.87,1.0,0.89,16,0
7,proxy7,1.37,1.0,1.0,1.37,1.01,1.22,22,0
8,proxy8,0.96,1.04,1.06,0.96,1.0,0.94,17,0
9,proxy9,0.98,0.97,1.1,0.98,1.01,1.0,18,0
10,proxy10,0.56,1.01,0.71,0.56,0.99,1.0,18,0
