id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,141.103.128.169,42,0.960541847878407,5,2,4,21
2,238.54.23.214,15,0.9536660328758666,1,0,5,20
3,195.55.180.228,13,0.3004861916347018,7,3,3,10
4,39.193.73.33,42,0.4084035472978804,9,0,2,4
5,188.1.112.148,2,0.4119713404876446,2,4,5,6
6,195.136.101.30,36,0.8579709249322618,8,2,3,9
7,10.227.161.173,43,0.35374642057629413,4,4,2,8
8,27.36.50.172,41,0.19294204935350417,2,3,2,3
9,155.108.181.99,36,0.19563837136664808,8,0,5,1
10,51.39.10.252,1,0.38598386313236466,5,3,4,17
11,97.131.205.128,35,0.9192987817882171,3,5,4,17
12,221.113.48.16,15,0.5836567462261623,6,0,5,1
13,37.118.209.127,19,0.5769900732308534,8,0,1,13
14,110.250.252.199,12,0.2545125314760941,5,2,5,23
15,38.140.75.116,17,0.10815156139324014,6,4,2,29
16,40.97.214.67,25,0.7786150523653269,3,0,2,15
17,221.238.188.187,3,0.8068007564849493,7,5,4,5
18,227.228.91.135,34,0.21092290965214627,8,1,1,10
19,216.218.72.221,17,0.18235822732935392,10,4,2,26
20,84.204.57.130,36,0.45319189702463336,8,5,5,21
21,106.3.160.187,6,0.21045433375085693,5,1,5,22
22,202.128.193.222,45,0.965900165439361,4,4,1,9
23,18.89.118.240,29,0.44253273816461836,1,5,3,25
24,172.191.164.69,32,0.5247488288781559,5,4,3,13
25,243.166.193.83,4,0.44156915725127277,3,2,3,3
26,124.80.104.180,28,0.3768702034734953,2,3,3,3
27,196.3.42.134,22,0.40406604479304775,4,4,4,22
28,246.125.210.22,50,0.9827904779476135,5,4,1,21
29,68.9.237.29,4,0.6413415818953686,4,5,3,16
30,205.206.78.241,14,0.35454407199405635,2,3,3,11
31,134.148.165.89,1,0.155694072098929,6,1,1,2
32,168.113.159.148,1358,0.942667561941573,86,1,27,10
33,204.30.235.251,35,0.20317254962816045,10,5,4,30
34,86.212.240.41,19,0.34842422874784085,2,5,2,17
35,164.21.14.186,32,0.3807563420107414,2,0,4,9
36,180.159.116.180,28,0.4229791985474973,2,2,3,12
37,133.247.153.238,26,0.5412493045440162,6,4,5,21
38,191.173.241.17,29,0.5662732101840204,1,5,1,20
39,151.211.212.140,19,0.8665132524835487,7,3,2,4
40,23.234.205.48,47,0.42254872920015696,8,0,4,2
41,1.243.124.1,20,0.8540190767174082,2,4,2,6
42,212.158.10.125,3,0.2822701328170576,8,0,2,28
43,129.45.144.175,15,0.6996404214948432,10,5,4,18
44,145.141.19.84,7,0.8783113454690903,1,4,4,2
45,154.100.61.82,38,0.4519957840335579,6,3,4,27
46,168.2.113.117,27,0.23086449880621895,8,1,4,5
47,185.136.13.113,37,0.9121527729980786,4,3,3,14
48,145.51.17.223,11,0.6035759620291385,2,4,5,23
49,227.12.121.96,48,0.5683540155775254,3,0,5,13
50,56.122.196.219,30,0.41194038608546146,7,0,1,3
51,7.210.65.251,49,0.9365843493990612,3,0,4,30
52,67.112.213.122,47,0.6285232887836164,2,0,4,23
53,25.178.98.24,49,0.8036611041382348,5,0,3,24
54,198.7.93.204,47,0.8450919134212925,8,4,5,8
55,148.237.12.47,34,0.43736507657364676,6,5,2,7
56,45.114.33.18,1,0.7668097953770086,10,1,1,15
57,61.181.217.119,41,0.6086897082422766,6,2,2,1
58,71.170.70.104,26,0.668274618132129,8,4,5,27
59,114.227.213.252,0,0.12922461321369333,2,4,2,19
60,9.196.245.7,5,0.22766120746272941,1,1,3,13
61,165.190.169.33,16,0.8776770714615681,10,3,5,8
62,153.150.252.194,39,0.5692219786567937,3,0,5,2
63,225.197.250.205,13,0.10114631645182016,1,4,1,19
64,180.11.122.49,13,0.8491852664302681,10,0,2,23
65,228.78.218.21,48,0.6769294032113184,1,2,1,21
66,228.50.51.89,41,0.1360045579763429,9,4,3,10
67,93.152.2.145,10,0.9281008663714807,6,4,5,26
68,236.49.96.205,25,0.5846940927082485,10,5,2,24
69,176.221.166.68,6,0.47624760148742606,2,1,3,2
70,131.81.31.245,41,0.5539258771708884,8,5,5,2
71,203.79.80.79,10,0.5085029552743825,4,2,4,8
72,246.94.49.254,43,0.7222540462255942,6,0,1,24
73,130.206.83.90,42,0.9382280793214576,6,1,1,5
74,124.10.126.43,47,0.45192694755291984,9,0,4,28
75,205.60.229.248,18,0.5334049608532684,7,3,3,9
76,134.168.201.113,17,0.9910653231263264,5,0,1,6
77,109.159.227.6,34,0.5455308289029384,8,1,3,24
78,103.167.189.250,38,0.32370100130873525,1,2,5,25
79,228.24.98.47,34,0.7852604925303857,2,5,3,30
80,12.205.57.207,11,0.19308756312813347,2,4,3,25
81,52.33.46.54,19,0.19398349830081021,1,1,2,20
82,12.8.246.38,37,0.39390444023466353,10,5,5,24
83,136.222.233.19,13,0.4935516569362087,2,0,4,23
84,57.22.91.160,12,0.2605607321616643,1,0,5,23
85,224.155.47.2,1919,1.6640198999315359,90,1,30,7
86,77.29.198.83,47,0.544254529019117,8,3,5,12
87,33.25.112.210,40,0.7012623953274282,9,3,2,5
88,51.186.16.38,25,0.7303731890672635,4,5,3,29
89,222.212.37.125,11,0.2788182734216432,7,1,1,17
90,97.163.206.19,28,0.6103847758999729,2,3,4,15
91,175.149.146.129,43,0.5464651177079486,5,1,4,4
92,152.81.188.13,43,0.966246182644596,5,1,1,2
93,229.74.26.236,13,0.7757844238208366,4,0,1,18
94,25.203.54.30,23,0.9758888882724274,5,1,3,12
95,32.46.44.86,6,0.7641452331658702,3,5,1,4
96,53.121.176.38,32,0.9245005564452168,3,4,2,1
97,241.214.52.40,4,0.17197737610854252,4,3,3,27
98,25.241.187.57,20,0.9989578980745472,9,1,2,27
99,145.113.95.221,8,0.326192165761083,4,0,3,16
100,50.86.82.220,1979,1.8115721877252882,152,0,24,22
101,218.41.166.89,38,0.31015511963307874,7,3,2,15
102,115.237.3.72,43,0.6363131661044071,2,1,2,22
103,50.230.232.63,7,0.673951780120678,7,4,4,7
104,36.23.62.231,4,0.31531595187170786,3,2,2,20
105,201.13.62.178,41,0.5663747981529227,8,0,5,7
106,37.70.13.31,2,0.9913998915039235,8,1,2,10
107,155.227.118.90,6,0.22926912538998945,6,4,4,16
108,138.29.146.114,32,0.25319201511438805,8,2,5,26
109,61.232.101.94,16,0.30788555188426925,2,0,4,6
110,157.48.193.54,19,0.5343790664698043,5,4,1,1
111,74.193.225.2,28,0.27101955660585486,1,4,3,6
112,139.136.10.30,31,0.7580029085582345,1,5,3,11
113,111.16.229.50,15,0.5331357902160275,2,1,5,1
114,106.49.51.115,46,0.5807204899314231,5,3,2,9
115,102.123.17.205,35,0.19390193299878178,7,1,1,7
116,94.228.95.189,21,0.5688148144935871,2,4,5,11
117,210.42.65.201,39,0.9027197015059808,6,3,4,28
118,116.137.26.91,45,0.5037709015595991,7,3,2,29
119,110.118.36.121,25,0.5060388669546261,3,3,2,10
120,105.136.198.230,3,0.6126690088408691,3,0,2,2
121,133.254.89.85,42,0.33038227517487506,1,3,5,12
122,124.75.190.219,18,0.9716241439828374,10,2,4,6
123,66.53.29.54,4,0.17201558859209315,4,4,4,3
124,63.28.41.114,49,0.46269685546501005,8,3,3,5
125,139.105.107.254,32,0.25065066851334605,2,0,2,12
126,109.88.121.208,17,0.9454367623238267,8,2,5,11
127,44.92.68.217,7,0.11199476542774953,10,5,5,1
128,184.242.128.29,1,0.4199047236472456,2,2,1,23
129,191.116.137.28,30,0.2664131577828327,9,0,5,12
130,29.224.54.248,25,0.813314995024105,3,1,1,6
131,129.141.96.8,29,0.28998496635984966,9,0,1,24
132,248.80.249.58,34,0.40405840645064817,5,3,2,11
133,192.84.25.127,19,0.94024913397057,9,0,2,17
134,209.136.245.207,16,0.9011588964870659,7,2,2,5
135,17.168.221.58,40,0.8368716181729958,2,3,5,21
136,240.122.61.70,5,0.6524992168944914,2,0,3,30
137,32.97.217.224,13,0.4150437938559678,5,5,2,21
138,65.57.90.103,47,0.7673328143332161,8,5,3,22
139,134.116.36.109,3,0.37849568043083326,3,3,3,19
140,3.78.73.201,5,0.9690226277995423,7,2,3,1
141,135.124.94.205,9,0.7359715642414293,3,4,2,13
142,34.195.11.126,36,0.9226647574341568,4,4,1,8
143,52.5.237.180,13,0.8896688921150291,9,4,5,4
144,251.254.86.220,20,0.890808703538049,7,4,3,1
145,76.49.107.189,42,0.10177076282420641,10,2,4,10
146,170.105.164.195,7,0.11469972613260793,8,0,5,19
147,220.48.95.34,13,0.1182438976659434,2,5,4,8
148,74.254.11.41,46,0.8523545009650447,1,1,1,4
149,242.59.101.185,41,0.5357563590187845,1,1,1,8
150,111.160.3.153,37,0.8325287804168633,5,5,3,16
151,174.139.41.12,30,0.6104916427116388,5,4,3,10
152,143.11.86.209,29,0.14967307820904951,7,2,4,26
153,134.162.220.111,9,0.9348859417087749,7,0,1,15
154,218.114.146.197,46,0.5946038230150249,4,4,2,1
155,219.217.176.6,5,0.16903861143751486,6,1,4,4
156,250.108.11.110,44,0.45688110951696703,1,2,1,24
157,218.186.150.152,18,0.2219059380946824,5,3,2,27
158,72.168.229.44,28,0.7073810237992442,7,3,4,24
159,16.150.37.250,19,0.7620520662857441,1,2,2,17
160,165.63.55.52,2,0.3168724211691941,9,3,2,1
