id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.55,1.0,0.8,1.56,1.01,1.38,11,0
2,proxy2,27.14,1.18,6.42,1.44,8.15,3.75,10,0
3,proxy3,0.54,1.11,0.87,0.54,0.99,0.62,5,0
4,proxy4,0.67,0.84,6.45,0.67,6.2,3.38,7,0
5,proxy5,0.47,0.7,1.05,0.47,0.99,0.62,5,0
6,proxy6,1.47,1.34,1.15,1.48,1.02,1.62,13,0
7,proxy7,20.05,0.95,6.34,1.03,10.73,3.62,9,0
8,proxy8,1.61,0.81,0.68,1.63,1.01,1.5,12,0
9,proxy9,1.23,0.74,0.7,1.24,1.0,1.5,12,0
10,proxy10,1.06,1.19,1.18,1.07,1.0,0.88,7,0
11,proxy11,0.71,0.93,0.89,0.72,0.99,0.75,6,0
12,proxy12,1.67,1.12,0.73,1.68,1.01,1.38,11,0
13,proxy13,0.75,1.29,1.02,0.75,0.99,0.5,4,0
14,proxy14,0.95,0.7,0.76,0.96,0.99,1.12,9,0
15,proxy15,0.61,0.84,1.11,0.62,0.99,0.5,4,0
16,proxy16,20.92,0.99,6.24,0.88,6.74,3.25,6,0
17,proxy17,1.08,0.97,1.14,1.09,1.0,1.12,9,0
18,proxy18,0.93,1.07,0.64,0.94,1.0,1.12,9,0
19,proxy19,0.79,0.75,1.05,0.79,0.98,0.5,4,0
20,proxy20,1.75,1.32,0.81,1.77,1.01,1.62,13,0
21,proxy21,0.94,1.21,0.72,0.95,1.0,1.12,9,0
22,proxy22,0.7,1.23,0.88,0.7,1.0,1.12,9,0
23,proxy23,1.57,0.83,0.97,1.58,1.01,1.25,10,0
24,proxy24,0.58,1.36,0.69,0.58,0.99,0.5,4,0
25,proxy25,1.83,0.72,1.18,1.84,1.0,1.25,10,0
26,proxy26,1.19,0.94,0.73,1.2,0.99,1.0,8,0
27,proxy27,24.38,1.05,5.95,1.77,8.98,4.12,13,0
28,proxy28,1.4,0.89,1.15,1.41,1.0,1.0,8,0
29,proxy29,0.82,0.76,1.17,0.83,0.99,0.88,7,0
30,proxy30,0.51,0.81,0.94,0.51,0.99,0.38,3,0
31,proxy31,1.3,0.96,1.17,1.31,1.01,1.38,11,0
32,proxy32,1.11,1.14,0.64,1.12,0.99,0.88,7,0
33,proxy33,1.0,1.37,0.96,1.01,1.0,1.25,10,0
34,proxy34,20.22,0.74,6.22,1.21,9.6,3.5,8,0
35,proxy35,0.97,1.28,1.19,0.98,0.99,1.0,8,0
36,proxy36,0.6,1.03,1.2,0.6,1.0,1.0,8,0
37,proxy37,1.41,0.83,0.9,1.42,1.0,1.25,10,0
38,proxy38,1.28,1.0,0.95,1.28,0.99,1.0,8,0
39,proxy39,0.65,0.93,0.83,0.65,1.0,0.75,6,0
40,proxy40,1.48,0.92,0.97,1.49,1.0,1.25,10,0
41,proxy41,0.96,0.78,0.94,0.96,0.99,0.88,7,0
42,proxy42,0.84,0.91,1.1,0.84,1.0,0.88,7,0
43,proxy43,0.64,0.96,1.06,0.64,0.99,0.75,6,0
44,proxy44,0.85,0.92,1.12,0.86,0.99,0.88,7,0
45,proxy45,1.19,1.32,0.7,1.2,1.0,1.12,9,0
46,proxy46,0.62,1.23,1.0,0.62,0.99,0.75,6,0
47,proxy47,1.01,0.79,1.17,1.02,1.0,1.0,8,0
48,proxy48,12.49,1.28,5.89,1.19,7.8,3.5,8,0
49,proxy49,0.88,1.14,0.81,0.89,1.0,1.0,8,0
50,proxy50,0.79,1.3,1.21,0.8,0.99,0.88,7,0
51,proxy51,0.61,1.22,1.03,0.62,0.99,0.62,5,0
52,proxy52,1.14,1.02,1.06,1.15,1.01,1.12,9,0
53,proxy53,0.46,1.0,0.9,0.46,1.0,0.75,6,0
54,proxy54,2.09,1.34,1.16,2.1,1.01,1.62,13,0
55,proxy55,1.08,0.76,0.66,1.09,1.01,1.38,11,0
56,proxy56,0.9,0.76,0.97,0.91,1.0,0.88,7,0
57,proxy57,0.63,1.29,0.77,0.64,0.99,0.5,4,0
58,proxy58,1.46,1.03,0.72,1.47,1.01,1.12,9,0
59,proxy59,20.61,1.17,5.16,1.6,7.06,4.12,13,0
60,proxy60,1.57,1.11,0.79,1.59,1.01,1.38,11,0
61,proxy61,1.16,1.23,1.04,1.17,1.0,1.0,8,0
62,proxy62,0.77,0.76,0.79,0.78,1.0,1.0,8,0
63,proxy63,0.58,0.98,1.05,0.58,0.99,0.62,5,0
64,proxy64,1.16,1.27,0.84,1.17,1.0,0.88,7,0
65,proxy65,0.6,0.9,0.64,0.6,0.99,0.75,6,0
66,proxy66,0.9,0.85,1.1,0.91,1.0,0.75,6,0
67,proxy67,0.99,1.29,1.05,0.99,1.0,1.25,10,0
68,proxy68,18.43,1.31,7.04,1.48,7.56,3.75,10,0
69,proxy69,1.03,1.34,0.85,1.04,1.0,1.0,8,0
70,proxy70,1.62,0.95,0.67,1.63,1.02,1.62,13,0
