id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.36,0.85,0.76,1.36,1.01,1.38,33,0
2,proxy2,0.96,0.88,0.87,0.96,1.0,1.0,24,0
3,proxy3,1.51,1.45,0.88,1.51,1.01,1.21,29,0
4,proxy4,0.89,0.98,0.8,0.89,0.99,0.88,21,0
5,proxy5,0.91,1.29,1.03,0.91,1.0,0.83,20,0
6,proxy6,0.97,1.4,1.27,0.97,1.0,1.04,25,0
7,proxy7,1.3,0.92,0.97,1.3,1.02,1.29,31,0
8,proxy8,0.95,0.9,0.92,0.95,0.99,0.92,22,0
9,proxy9,1.38,0.81,1.16,1.38,1.0,1.42,34,0
10,proxy10,0.91,1.01,1.09,0.91,0.99,0.92,22,0
11,proxy11,1.06,0.88,1.29,1.06,1.0,1.08,26,0
12,proxy12,0.9,1.6,0.85,0.9,0.99,1.0,24,0
13,proxy13,1.09,0.99,1.13,1.09,1.01,1.0,24,0
14,proxy14,0.8,0.98,1.39,0.8,0.99,0.75,18,0
15,proxy15,0.91,1.11,1.17,0.91,0.98,0.88,21,0
16,proxy16,1.09,1.16,1.08,1.09,1.0,1.04,25,0
17,proxy17,0.94,0.94,1.05,0.94,1.0,0.92,22,0
18,proxy18,1.29,1.19,0.97,1.29,1.01,1.17,28,0
19,proxy19,1.03,1.36,0.79,1.03,1.0,0.96,23,0
20,proxy20,1.14,1.01,0.8,1.14,1.02,1.17,28,0
