id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.72,1.04,1.26,0.72,0.99,0.62,8,0
2,proxy2,2.07,1.0,0.75,2.07,1.01,1.46,19,0
3,proxy3,0.94,1.02,0.74,0.94,1.0,1.08,14,0
4,proxy4,1.36,1.03,1.31,1.36,1.01,1.08,14,0
5,proxy5,22.94,0.85,3.8,256.08,4.21,0.77,10,1
6,proxy6,0.84,0.82,1.07,0.84,1.0,0.85,11,0
7,proxy7,1.1,0.64,0.79,1.1,1.0,1.0,13,0
8,proxy8,1.84,0.67,1.0,1.84,1.02,1.54,20,0
9,proxy9,30.19,0.64,3.71,192.28,4.77,1.23,16,1
10,proxy10,26.96,0.83,3.9,248.27,4.35,1.15,15,1
11,proxy11,27.89,0.66,3.88,257.55,4.58,1.38,18,1
12,proxy12,1.17,1.0,1.0,1.17,1.0,1.08,14,0
13,proxy13,0.76,0.92,1.22,0.76,0.99,0.62,8,0
14,proxy14,1.0,1.04,1.06,1.0,1.0,0.77,10,0
15,proxy15,0.85,1.0,0.79,0.85,0.99,0.77,10,0
