id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.32,1.1,0.99,1.32,1.01,1.25,10,0
2,proxy2,0.84,0.65,1.28,0.84,0.99,0.75,6,0
3,proxy3,0.9,1.02,0.85,0.9,1.0,1.0,8,0
4,proxy4,0.4,0.77,0.96,0.4,0.99,0.5,4,0
5,proxy5,1.37,1.0,1.16,1.37,1.01,1.25,10,0
6,proxy6,1.63,1.21,1.34,1.63,1.01,1.5,12,0
7,proxy7,0.97,1.07,1.14,0.97,1.0,0.88,7,0
8,proxy8,1.41,1.02,1.13,1.41,1.0,1.12,9,0
9,proxy9,0.63,0.7,1.11,0.63,1.0,1.0,8,0
10,proxy10,1.66,1.0,0.99,1.66,1.01,1.38,11,0
11,proxy11,1.54,1.04,1.16,1.54,1.01,1.25,10,0
12,proxy12,0.57,0.8,1.1,0.57,0.99,0.75,6,0
13,proxy13,1.16,1.2,0.83,1.16,1.01,1.25,10,0
14,proxy14,1.15,1.04,0.96,1.15,1.01,1.25,10,0
15,proxy15,1.39,1.08,1.07,1.39,1.01,1.0,8,0
16,proxy16,1.42,1.29,0.82,1.42,1.0,1.12,9,0
17,proxy17,0.89,0.86,1.18,0.89,1.01,1.25,10,0
18,proxy18,0.37,0.91,0.82,0.37,0.99,0.75,6,0
19,proxy19,0.79,0.85,0.98,0.79,1.0,0.75,6,0
20,proxy20,1.6,0.81,1.02,1.6,1.0,1.5,12,0
21,proxy21,1.56,1.23,0.95,1.56,1.02,1.75,14,0
22,proxy22,1.12,1.29,1.03,1.12,1.01,1.0,8,0
23,proxy23,1.12,1.26,1.16,1.12,1.0,1.12,9,0
24,proxy24,0.82,1.17,1.28,0.82,1.02,1.25,10,0
25,proxy25,0.65,1.05,1.12,0.65,0.99,0.88,7,0
26,proxy26,1.15,1.17,0.99,1.15,1.01,1.25,10,0
27,proxy27,0.81,1.18,0.87,0.81,0.99,0.88,7,0
28,proxy28,0.56,1.19,1.04,0.56,0.99,0.62,5,0
29,proxy29,0.77,0.85,0.86,0.77,1.0,0.62,5,0
30,proxy30,1.12,0.95,1.16,1.12,1.0,0.75,6,0
31,proxy31,0.46,0.93,0.98,0.46,0.99,0.62,5,0
32,proxy32,0.99,0.91,1.15,0.99,1.0,1.12,9,0
33,proxy33,0.6,1.26,1.03,0.6,0.99,0.5,4,0
34,proxy34,1.18,0.66,0.69,1.18,1.0,1.0,8,0
35,proxy35,0.93,1.27,1.0,0.93,1.0,0.88,7,0
36,proxy36,1.11,1.25,1.19,1.11,0.99,1.0,8,0
37,proxy37,0.97,0.68,0.78,0.97,1.0,0.88,7,0
38,proxy38,1.0,0.65,1.04,1.0,1.0,0.88,7,0
39,proxy39,0.69,0.83,0.91,0.69,1.0,0.88,7,0
40,proxy40,0.53,1.13,1.28,0.53,0.99,0.62,5,0
41,proxy41,0.78,0.91,1.17,0.78,0.99,0.75,6,0
42,proxy42,0.64,1.0,0.69,0.64,0.99,0.62,5,0
43,proxy43,1.53,1.09,0.94,1.53,1.01,1.38,11,0
44,proxy44,1.41,1.08,1.25,1.41,1.0,1.12,9,0
45,proxy45,1.12,0.77,0.69,1.12,1.01,1.62,13,0
46,proxy46,0.64,1.24,1.1,0.64,0.99,0.62,5,0
47,proxy47,1.35,0.69,0.8,1.35,1.01,1.12,9,0
48,proxy48,1.08,1.15,0.81,1.08,1.0,1.0,8,0
49,proxy49,1.37,1.15,1.22,1.37,1.01,1.25,10,0
50,proxy50,0.53,0.88,0.79,0.53,0.99,0.62,5,0
51,proxy51,1.81,0.93,1.06,1.81,1.02,1.75,14,0
52,proxy52,1.03,1.05,1.03,1.03,1.0,1.25,10,0
53,proxy53,1.05,1.01,0.81,1.05,1.0,1.12,9,0
54,proxy54,0.57,1.21,0.96,0.57,0.99,0.75,6,0
55,proxy55,1.48,1.08,0.92,1.48,1.0,1.25,10,0
56,proxy56,1.02,0.87,1.22,1.02,1.0,1.12,9,0
57,proxy57,1.07,0.91,0.74,1.07,1.0,0.88,7,0
58,proxy58,0.89,0.69,0.89,0.89,1.0,1.12,9,0
59,proxy59,1.09,0.98,0.71,1.09,1.0,1.62,13,0
60,proxy60,0.81,0.78,0.88,0.81,0.99,0.88,7,0
61,proxy61,0.95,1.19,0.71,0.95,1.0,1.12,9,0
62,proxy62,1.96,0.78,1.34,1.96,1.02,1.5,12,0
63,proxy63,1.11,0.74,1.24,1.11,1.0,1.0,8,0
64,proxy64,1.07,1.19,0.78,1.07,1.0,1.12,9,0
65,proxy65,0.72,1.01,0.8,0.72,0.99,0.62,5,0
66,proxy66,1.67,0.9,1.11,1.67,1.02,1.5,12,0
67,proxy67,1.13,0.78,1.13,1.13,0.99,1.12,9,0
68,proxy68,1.08,0.73,1.02,1.08,1.02,1.25,10,0
69,proxy69,0.34,1.2,1.21,0.34,0.99,0.38,3,0
70,proxy70,0.86,1.21,0.94,0.86,1.0,0.75,6,0
71,proxy71,1.11,1.26,0.88,1.11,1.0,1.0,8,0
