id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.36,0.77,1.0,1.0,1.17,14,0
2,proxy2,1.09,1.0,1.18,1.09,1.0,1.0,12,0
3,proxy3,0.34,0.94,1.12,0.34,0.99,0.75,9,0
4,proxy4,1.57,0.86,1.0,1.57,1.02,1.5,18,0
5,proxy5,1.53,0.73,0.88,1.53,1.01,1.33,16,0
6,proxy6,0.88,1.08,1.03,0.88,1.01,1.0,12,0
7,proxy7,0.8,1.19,0.84,0.8,1.0,1.0,12,0
8,proxy8,1.04,0.77,0.96,1.04,1.0,0.92,11,0
9,proxy9,0.95,1.23,1.27,0.95,1.0,1.0,12,0
10,proxy10,0.92,1.17,1.33,0.92,1.0,0.92,11,0
11,proxy11,1.29,0.95,0.94,1.29,1.01,1.17,14,0
12,proxy12,18.04,0.74,4.02,172.98,5.07,1.17,14,1
13,proxy13,19.03,1.05,4.11,229.48,4.27,1.67,20,1
14,proxy14,0.7,0.86,0.79,0.7,0.98,0.67,8,0
15,proxy15,1.26,1.07,1.16,1.26,1.02,1.42,17,0
