id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.99,1.28,0.65,0.99,1.01,1.0,7,0
2,proxy2,1.31,1.17,0.59,1.31,1.0,1.29,9,0
3,proxy3,1.36,1.0,1.05,1.36,1.01,1.14,8,0
4,proxy4,0.25,0.91,1.04,0.25,0.99,0.29,2,0
5,proxy5,1.23,0.97,0.97,1.23,1.0,1.14,8,0
6,proxy6,25.72,1.14,6.05,1.02,9.01,4.0,8,0
7,proxy7,24.1,0.75,4.07,1.27,10.09,4.14,9,0
8,proxy8,1.64,0.91,0.75,1.64,1.0,1.57,11,0
9,proxy9,0.75,1.02,0.94,0.75,0.99,0.71,5,0
10,proxy10,24.86,0.88,4.48,1.4,10.31,4.0,8,0
11,proxy11,0.85,1.06,0.78,0.85,1.0,0.71,5,0
12,proxy12,0.62,0.75,1.09,0.62,0.99,0.71,5,0
13,proxy13,0.8,1.3,0.6,0.8,0.99,0.43,3,0
14,proxy14,0.4,1.29,1.0,0.4,1.0,0.71,5,0
15,proxy15,1.0,0.84,1.07,1.0,1.0,1.0,7,0
