id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.38,1.0,1.19,2.38,1.0,2.0,12,0
2,proxy2,1.84,0.68,1.19,1.84,1.01,1.5,9,0
3,proxy3,1.84,1.1,0.77,1.84,1.02,1.83,11,0
4,proxy4,0.83,1.15,1.04,0.83,1.0,1.0,6,0
5,proxy5,2.09,1.03,0.71,2.09,1.01,1.83,11,0
6,proxy6,0.8,1.19,0.96,0.8,1.0,0.83,5,0
7,proxy7,1.0,0.96,0.68,1.0,1.0,1.0,6,0
8,proxy8,1.34,0.66,1.28,1.34,1.0,1.0,6,0
9,proxy9,1.31,1.09,0.84,1.31,1.0,0.83,5,0
10,proxy10,0.42,1.16,1.12,0.42,0.99,0.33,2,0
11,proxy11,1.36,0.63,1.0,1.36,1.0,1.33,8,0
12,proxy12,0.88,1.23,0.74,0.88,1.0,1.0,6,0
13,proxy13,0.98,0.97,1.11,0.98,1.0,1.0,6,0
14,proxy14,0.24,0.94,0.85,0.24,0.99,0.33,2,0
15,proxy15,0.8,0.76,1.23,0.8,1.0,0.83,5,0
